10#2355184	Anza	Town			0.087623037	0.370330824	3	3	0.009	0.033	0.958	
10#350866	Anza	Town			0.090257236	0.370330824	3	3	0.01	0.034	0.957	

10#56555558	Apollo	POI			0.037532194	0.753126117	3	3	0.001	0.002	0.997	
10#56504999	Apollo	POI			0.07509763	0.753126117	3	3	0.002	0.003	0.995	
10#2355233	Apollo	Town			0.14098132	0.753126117	3	3	0.004	0.005	0.991	
10#56619165	Apollo	Town			0.140851609	0.753126117	3	3	0.004	0.005	0.991	
10#2355232	Apollo	Town			0.22344055	0.753126117	3	3	0.01	0.011	0.98	

11#4971500	Ara	POI			0.006787345	0.628055272	3	3	0.002	0.003	0.995	
10#12476439	Ara	Island			0.078180847	0.628055272	3	3	0.003	0.006	0.99	
10#28999393	Ara	Town			0.079403006	0.628055272	3	3	0.003	0.006	0.99	
10#29071418	Ara	Town			0.079542983	0.628055272	3	3	0.003	0.006	0.99	
10#29127124	Ara	Town			0.079400033	0.628055272	3	3	0.003	0.006	0.99	
10#29161059	Ara	Town			0.079411926	0.628055272	3	3	0.003	0.006	0.99	
10#29176421	Ara	Town			0.079422035	0.628055272	3	3	0.003	0.006	0.99	
10#29176509	Ara	Town			0.079422035	0.628055272	3	3	0.003	0.006	0.99	
10#29198889	Ara	Town			0.079403006	0.628055272	3	3	0.003	0.006	0.99	
10#29199044	Ara	Town			0.079403006	0.628055272	3	3	0.003	0.006	0.99	
10#29202254	Ara	Town			0.079403006	0.628055272	3	3	0.003	0.006	0.99	
10#1386058	Ara	Town			0.089748396	0.628055272	3	3	0.004	0.007	0.989	
10#20109927	Ara	Town			0.08778939	0.628055272	3	3	0.004	0.007	0.989	
10#333422	Ara	Town			0.092962257	0.628055272	3	3	0.004	0.007	0.989	
10#752591	Ara	Town			0.084719241	0.628055272	3	3	0.004	0.007	0.99	

12#2790409	Arch of Triumph	POI			0.076807299	0.351318043	3	3	0.009	0.034	0.957	

10#576611	Arise	Town			0.08644975	0.689524044	3	3	0.003	0.005	0.992	

10#29003075	Arjuna	Town			0.079594853	0.463303686	3	3	0.006	0.018	0.976	
10#29007100	Arjuna	Town			0.079594853	0.463303686	3	3	0.006	0.018	0.976	
10#56006734	Arjuna	Town			0.080718423	0.463303686	3	3	0.006	0.018	0.976	

11#21080989	Assa	POI			0.041474839	0.464558278	3	3	0.004	0.013	0.983	
10#29090038	Assa	Town			0.079400033	0.464558278	3	3	0.006	0.017	0.976	
10#55869765	Assa	Town			0.080594589	0.464558278	3	3	0.006	0.018	0.976	
10#20220669	Assa	Town			0.084220449	0.464558278	3	3	0.007	0.018	0.975	
10#2256026	Assa	Town			0.13998025	0.464558278	3	3	0.012	0.029	0.959	
10#1531761	Assa	Town			0.179792544	0.464558278	3	3	0.017	0.041	0.942	

10#56509221	Baby Bell	POI			0.076034246	0.263030943	3	3	0.012	0.056	0.932	

10#2358109	Bachelor	Town			0.08752926	0.717207141	3	3	0.003	0.004	0.993	
10#2358110	Bachelor	Town			0.08709913	0.717207141	3	3	0.003	0.004	0.993	
10#28337960	Bachelor	Town			0.086970189	0.717207141	3	3	0.003	0.004	0.993	

10#29181385	Bag	Town			0.079654716	0.652486849	3	3	0.003	0.006	0.991	
11#35819852	Bag	POI			0.062621393	0.652486849	3	3	0.003	0.005	0.993	
10#803087	Bag	Town			0.084580184	0.652486849	3	3	0.003	0.006	0.991	
10#2218237	Bag	Town			0.112312314	0.652486849	3	3	0.004	0.007	0.988	

11#9437765	Ballast	POI			0.041660266	0.582012755	3	3	0.003	0.006	0.991	
10#636719	Ballast	Town			0.083868947	0.582012755	3	3	0.004	0.009	0.987	
10#727461	Ballast	Town			0.180241783	0.582012755	3	3	0.012	0.02	0.968	

10#56523302	Banaras	POI			0.077232774	0.268337437	3	3	0.012	0.055	0.933	

10#29074074	Bansari	Town			0.079542983	0.149417612	3	3	0.018	0.108	0.874	
10#29105683	Bansari	Town			0.079400033	0.149417612	3	3	0.018	0.108	0.874	

10#12078	Battle	Town			0.10046061	0.697001799	3	3	0.003	0.005	0.992	
10#2360042	Battle	Town			0.086850451	0.697001799	3	3	0.003	0.005	0.993	
10#2360044	Battle	Town			0.08709554	0.697001799	3	3	0.003	0.005	0.993	
10#2360046	Battle	Town			0.140538084	0.697001799	3	3	0.005	0.007	0.988	
10#55960329	Battle	Town			0.141336882	0.697001799	3	3	0.005	0.007	0.988	
10#12079	Battle	Town			0.404036682	0.697001799	2	3	0.073	0.064	0.863	

11#17104903	Battlefields	POI			0.045935917	0.238125748	3	3	0.01	0.05	0.94	
10#1466810	Battlefields	Town			0.185680685	0.238125748	3	3	0.037	0.148	0.814	

10#2360657	Beans	Town			0.086818653	0.601881196	3	3	0.004	0.008	0.988	

10#23397742	Beck	Town			0.087929507	0.660975453	3	3	0.003	0.006	0.991	
10#2361088	Beck	Town			0.086836252	0.660975453	3	3	0.003	0.006	0.991	
10#2361089	Beck	Town			0.086836252	0.660975453	3	3	0.003	0.006	0.991	
10#2361093	Beck	Town			0.08709554	0.660975453	3	3	0.003	0.006	0.991	
10#2361094	Beck	Town			0.086953777	0.660975453	3	3	0.003	0.006	0.991	
10#637354	Beck	Town			0.083995703	0.660975453	3	3	0.003	0.006	0.991	
10#637355	Beck	Town			0.083868947	0.660975453	3	3	0.003	0.006	0.991	
10#657968	Beck	Town			0.083995703	0.660975453	3	3	0.003	0.006	0.991	
10#2361090	Beck	Town			0.126872114	0.660975453	3	3	0.005	0.008	0.987	
10#2361092	Beck	Town			0.180144728	0.660975453	3	3	0.009	0.013	0.979	

10#29074393	Ben	Town			0.08133841	0.728064472	3	3	0.002	0.004	0.994	
10#29129028	Ben	Town			0.079400033	0.728064472	3	3	0.002	0.004	0.994	
10#29169876	Ben	Town			0.079411926	0.728064472	3	3	0.002	0.004	0.994	
11#3739080	Ben	POI			0.065859778	0.728064472	3	3	0.002	0.003	0.995	
10#1456134	Ben	Town			0.108359048	0.728064472	3	3	0.003	0.005	0.992	
10#2362429	Ben	Town			0.086946645	0.728064472	3	3	0.003	0.004	0.994	
10#2362432	Ben	Town			0.086836252	0.728064472	3	3	0.003	0.004	0.994	
10#29375032	Ben	Town			0.084742447	0.728064472	3	3	0.003	0.004	0.994	
10#2362431	Ben	Town			0.140524905	0.728064472	3	3	0.005	0.006	0.989	

10#1094364	Beni	Town			0.084314841	0.399582439	3	3	0.008	0.027	0.965	
10#29017223	Beni	Town			0.079426908	0.399582439	3	3	0.008	0.026	0.966	
10#29044561	Beni	Town			0.079554792	0.399582439	3	3	0.008	0.026	0.966	
10#29159034	Beni	Town			0.079411926	0.399582439	3	3	0.008	0.026	0.966	
10#29173808	Beni	Town			0.079411926	0.399582439	3	3	0.008	0.026	0.966	
10#2269060	Beni	Town			0.160130997	0.399582439	3	3	0.018	0.05	0.932	
10#1283966	Beni	Town			0.206776451	0.399582439	3	3	0.028	0.073	0.899	

11#139328	Berlin	POI			0.037165961	0.694261174	3	3	0.002	0.003	0.995	
11#23831085	Berlin	POI			0.040815139	0.694261174	3	3	0.002	0.003	0.995	
11#3318459	Berlin	POI			0.037030853	0.694261174	3	3	0.002	0.003	0.995	
10#108354	Berlin	Town			0.08162686	0.694261174	3	3	0.003	0.004	0.993	
10#1579758	Berlin	Town			0.087834191	0.694261174	3	3	0.003	0.005	0.992	
10#1989173	Berlin	Town			0.079284738	0.694261174	3	3	0.003	0.004	0.993	
10#2363004	Berlin	Town			0.086953777	0.694261174	3	3	0.003	0.005	0.992	
10#2363005	Berlin	Town			0.086836252	0.694261174	3	3	0.003	0.005	0.992	
10#2363008	Berlin	Town			0.087626354	0.694261174	3	3	0.003	0.005	0.992	
10#2363009	Berlin	Town			0.088771375	0.694261174	3	3	0.003	0.005	0.992	
10#2363010	Berlin	Town			0.0871107	0.694261174	3	3	0.003	0.005	0.992	
10#2363012	Berlin	Town			0.08709913	0.694261174	3	3	0.003	0.005	0.992	
10#2363013	Berlin	Town			0.087645582	0.694261174	3	3	0.003	0.005	0.992	
10#2363016	Berlin	Town			0.088584369	0.694261174	3	3	0.003	0.005	0.992	
10#2363019	Berlin	Town			0.087076769	0.694261174	3	3	0.003	0.005	0.992	
10#2363020	Berlin	Town			0.087506226	0.694261174	3	3	0.003	0.005	0.992	
10#2363022	Berlin	Town			0.086871435	0.694261174	3	3	0.003	0.005	0.992	
10#2363023	Berlin	Town			0.086818653	0.694261174	3	3	0.003	0.005	0.992	
10#2363024	Berlin	Town			0.08709554	0.694261174	3	3	0.003	0.005	0.992	
10#2363025	Berlin	Town			0.086782106	0.694261174	3	3	0.003	0.005	0.992	
10#2363026	Berlin	Town			0.087259092	0.694261174	3	3	0.003	0.005	0.992	
10#2363030	Berlin	Town			0.086966418	0.694261174	3	3	0.003	0.005	0.992	
10#2363032	Berlin	Town			0.086953777	0.694261174	3	3	0.003	0.005	0.992	
10#28339013	Berlin	Town			0.087777866	0.694261174	3	3	0.003	0.005	0.992	
10#351417	Berlin	Town			0.090817486	0.694261174	3	3	0.003	0.005	0.992	
10#351426	Berlin	Town			0.089292763	0.694261174	3	3	0.003	0.005	0.992	
10#368682	Berlin	Town			0.089192232	0.694261174	3	3	0.003	0.005	0.992	
10#368683	Berlin	Town			0.089634865	0.694261174	3	3	0.003	0.005	0.992	
10#55890457	Berlin	Town			0.082437977	0.694261174	3	3	0.003	0.004	0.993	
10#56074977	Berlin	Town			0.082374775	0.694261174	3	3	0.003	0.004	0.993	
10#57821	Berlin	Town			0.082524138	0.694261174	3	3	0.003	0.004	0.993	
10#638243	Berlin	Town			0.08389131	0.694261174	3	3	0.003	0.005	0.993	
10#76914	Berlin	Town			0.090244209	0.694261174	3	3	0.003	0.005	0.992	
10#2363007	Berlin	Town			0.140779749	0.694261174	3	3	0.005	0.007	0.987	
10#2363018	Berlin	Town			0.140395801	0.694261174	3	3	0.005	0.007	0.988	
10#368684	Berlin	Town			0.143468188	0.694261174	3	3	0.005	0.008	0.987	
10#28745400	Berlin	Town			0.198467542	0.694261174	3	3	0.009	0.012	0.978	
10#2363035	Berlin	Town			0.210276944	0.694261174	3	3	0.011	0.013	0.976	
10#2363015	Berlin	Town			0.234431434	0.694261174	3	3	0.014	0.016	0.97	
10#2363017	Berlin	Town			0.233636723	0.694261174	3	3	0.014	0.016	0.97	
10#2363021	Berlin	Town			0.234340028	0.694261174	3	3	0.014	0.016	0.97	
10#2345496	Berlin	State			0.269638131	0.694261174	3	3	0.02	0.022	0.958	
10#2363014	Berlin	Town			0.273420193	0.694261174	3	3	0.02	0.023	0.957	
10#2363011	Berlin	Town			0.2902341	0.694261174	3	3	0.024	0.026	0.949	
10#2363028	Berlin	Town			0.304525456	0.694261174	3	3	0.028	0.03	0.942	
10#28743868	Berlin	Town			0.302924485	0.694261174	3	3	0.028	0.029	0.943	
10#2363027	Berlin	Town			0.328700894	0.694261174	3	3	0.036	0.036	0.928	
10#2363006	Berlin	Town			0.374067461	0.694261174	3	3	0.056	0.052	0.893	
10#2363029	Berlin	Town			0.445497066	0.694261174	3	3	0.108	0.087	0.805	
10#638242	Berlin	Town			1	0.694261174	1	1	0.765	0.219	0.016	

10#947744	Bestia	Town			0.080590984	0.431177736	3	3	0.007	0.022	0.971	

11#3876807	Bhadran	POI			0.03195877	0	3	3	0.018	0.167	0.816	
10#2274520	Bhadran	Town			0.079654716	0	2	3	0.027	0.231	0.743	

10#29012269	Bhalu	Town			0.079594853	0.245005812	3	3	0.013	0.064	0.923	
10#29199646	Bhalu	Town			0.079403006	0.245005812	3	3	0.013	0.064	0.923	

10#2364000	Big Four	Town			0.087259092	0.378551979	3	3	0.009	0.031	0.96	

11#23669459	Big River	POI			0.018746757	0.48313156	3	3	0.003	0.009	0.988	
11#23669593	Big River	POI			0.008650745	0.48313156	3	3	0.003	0.008	0.989	
11#23556484	Big River	POI			0.039270933	0.48313156	3	3	0.004	0.011	0.985	
11#31464848	Big River	POI			0.059427475	0.48313156	3	3	0.005	0.013	0.982	
11#5481795	Big River	POI			0.055549217	0.48313156	3	3	0.005	0.013	0.983	
10#22721978	Big River	Town			0.083983147	0.48313156	3	3	0.006	0.016	0.978	
10#23392558	Big River	Town			0.087812876	0.48313156	3	3	0.006	0.017	0.977	
10#28642820	Big River	Town			0.090115523	0.48313156	3	3	0.007	0.017	0.976	
10#23417215	Big River	Town			0.128939438	0.48313156	3	3	0.01	0.024	0.966	
10#117	Big River	Town			0.142098277	0.48313156	3	3	0.011	0.027	0.962	

11#17490214	Bilal	POI			0.040489649	0.546713901	3	3	0.003	0.008	0.989	

10#2364617	Birthright	Town			0.08709554	0.484649388	3	3	0.006	0.017	0.977	

10#56500207	Black Bird	POI			0.077280592	0.476799217	3	3	0.006	0.016	0.978	
10#56501174	Black Bird	POI			0.077280592	0.476799217	3	3	0.006	0.016	0.978	
10#56505238	Black Bird	POI			0.077280592	0.476799217	3	3	0.006	0.016	0.978	
10#56507152	Black Bird	POI			0.077280592	0.476799217	3	3	0.006	0.016	0.978	
10#56517029	Black Bird	POI			0.076493546	0.476799217	3	3	0.006	0.016	0.978	
10#56522466	Black Bird	POI			0.077280592	0.476799217	3	3	0.006	0.016	0.978	

11#10036918	Black Hole	POI			0.065367044	0.661649011	3	3	0.003	0.005	0.993	

11#3257278	Black Mountain	POI			0.03744754	0.508036755	3	3	0.003	0.009	0.987	
11#39502763	Black Mountain	POI			0.037043585	0.508036755	3	3	0.003	0.009	0.987	
11#984158	Black Mountain	POI			0.036920867	0.508036755	3	3	0.003	0.009	0.987	
11#14266276	Black Mountain	POI			0.04153915	0.508036755	3	3	0.004	0.01	0.987	
11#1451519	Black Mountain	POI			0.053319814	0.508036755	3	3	0.004	0.011	0.985	
11#1574921	Black Mountain	POI			0.045517924	0.508036755	3	3	0.004	0.01	0.986	
11#20085123	Black Mountain	POI			0.04128872	0.508036755	3	3	0.004	0.01	0.987	
11#22362776	Black Mountain	POI			0.041188733	0.508036755	3	3	0.004	0.01	0.987	
12#2993736	Black Mountain	POI			0.048746346	0.508036755	3	3	0.004	0.01	0.986	
11#33742054	Black Mountain	POI			0.048349998	0.508036755	3	3	0.004	0.01	0.986	
11#33960592	Black Mountain	POI			0.044283765	0.508036755	3	3	0.004	0.01	0.986	
11#4945623	Black Mountain	POI			0.056383527	0.508036755	3	3	0.004	0.011	0.985	
12#533638	Black Mountain	POI			0.048746346	0.508036755	3	3	0.004	0.01	0.986	
10#2364864	Black Mountain	Town			0.0871107	0.508036755	3	3	0.006	0.014	0.98	
10#28584108	Black Mountain	Town			0.084106137	0.508036755	3	3	0.006	0.014	0.98	
10#1100404	Black Mountain	Town			0.176903966	0.508036755	3	3	0.015	0.031	0.955	
10#2364863	Black Mountain	Town			0.293377582	0.508036755	2	3	0.046	0.078	0.875	

12#12843318	Black-Eyed Susan	POI			0.067483031	0.629752936	3	3	0.003	0.006	0.991	

10#20091488	Blackadder	Town			0.151668071	0.467622529	3	3	0.013	0.032	0.955	

11#25121285	Blue Angel	POI			0.070904288	0.577324773	3	3	0.004	0.008	0.988	

12#27948472	Blue Heaven	POI			0.054277905	0.411349862	3	3	0.006	0.019	0.975	
10#2365790	Blue Heaven	Town			0.086871435	0.411349862	3	3	0.008	0.026	0.966	

10#2365964	Blueberry	Town			0.087153303	0.631523323	3	3	0.004	0.007	0.99	
10#28339188	Blueberry	Town			0.085777323	0.631523323	3	3	0.004	0.007	0.99	

10#754674	Bojo	Town			0.083656771	0.340119135	3	3	0.01	0.038	0.952	

10#887276	Born	Town			0.074340596	0.621741823	3	3	0.003	0.006	0.99	
10#887278	Born	Town			0.074340596	0.621741823	3	3	0.003	0.006	0.99	
10#887280	Born	Town			0.074688488	0.621741823	3	3	0.003	0.006	0.99	
10#29331753	Born	Town			0.087170502	0.621741823	3	3	0.004	0.007	0.989	
10#29349884	Born	Town			0.083868947	0.621741823	3	3	0.004	0.007	0.989	
10#580814	Born	Town			0.08644975	0.621741823	3	3	0.004	0.007	0.989	
10#640302	Born	Town			0.083995703	0.621741823	3	3	0.004	0.007	0.989	
10#640303	Born	Town			0.083995703	0.621741823	3	3	0.004	0.007	0.989	
10#640304	Born	Town			0.084794532	0.621741823	3	3	0.004	0.007	0.989	
10#640305	Born	Town			0.084388748	0.621741823	3	3	0.004	0.007	0.989	
10#640307	Born	Town			0.083995703	0.621741823	3	3	0.004	0.007	0.989	
10#967632	Born	Town			0.084742447	0.621741823	3	3	0.004	0.007	0.989	
10#602120	Born	Town			0.139981476	0.621741823	3	3	0.007	0.011	0.982	
10#727877	Born	Town			0.141318833	0.621741823	3	3	0.007	0.012	0.982	
10#979773	Born	Town			0.177958325	0.621741823	3	3	0.01	0.016	0.974	
10#640306	Born	Town			0.23195319	0.621741823	3	3	0.017	0.025	0.958	

11#21560263	Borne	POI			0.048251301	0.504051663	3	3	0.004	0.011	0.986	
11#21560632	Borne	POI			0.048251301	0.504051663	3	3	0.004	0.011	0.986	
11#21935369	Borne	POI			0.048124554	0.504051663	3	3	0.004	0.011	0.986	
10#29167668	Borne	Town			0.079411926	0.504051663	3	3	0.005	0.014	0.981	
10#15003295	Borne	Town			0.086583366	0.504051663	3	3	0.006	0.015	0.98	
